slot,cik,company_name,ticker,industry,form_type,filing_date,accession_number,edgar_url,fiscal_year,source_url,raw_html_path
454,49071,Humana,HUM,"Louisville, Kentucky",DEF 14A,2024-03-08,0001193125-24-062915,https://www.sec.gov/Archives/edgar/data/49071/000119312524062915/d52608ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/49071/000119312524062915/d52608ddef14a.htm,
455,49071,Humana,HUM,"Louisville, Kentucky",DEF 14A,2025-03-07,0001193125-25-048976,https://www.sec.gov/Archives/edgar/data/49071/000119312525048976/d852577ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/49071/000119312525048976/d852577ddef14a.htm,
456,4281,Howmet Aerospace,HWM,"Pittsburgh, Pennsylvania",DEF 14A,2024-04-08,0001104659-24-044630,https://www.sec.gov/Archives/edgar/data/4281/000110465924044630/tm243697d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/4281/000110465924044630/tm243697d2_def14a.htm,
457,4281,Howmet Aerospace,HWM,"Pittsburgh, Pennsylvania",DEF 14A,2025-04-16,0001104659-25-035530,https://www.sec.gov/Archives/edgar/data/4281/000110465925035530/tm2424349-2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/4281/000110465925035530/tm2424349-2_def14a.htm,
458,1381197,Interactive Brokers,IBKR,"Greenwich, Connecticut",DEF 14A,2024-03-06,0001140361-24-011717,https://www.sec.gov/Archives/edgar/data/1381197/000114036124011717/ny20019932x2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1381197/000114036124011717/ny20019932x2_def14a.htm,
459,1381197,Interactive Brokers,IBKR,"Greenwich, Connecticut",DEF 14A,2025-03-06,0001140361-25-007437,https://www.sec.gov/Archives/edgar/data/1381197/000114036125007437/ny20035746x2_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1381197/000114036125007437/ny20035746x2_def14a.htm,
460,51143,IBM,IBM,"Armonk, New York",DEF 14A,2024-03-11,0001104659-24-032641,https://www.sec.gov/Archives/edgar/data/51143/000110465924032641/tm2329614-d3_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/51143/000110465924032641/tm2329614-d3_def14a.htm,
461,51143,IBM,IBM,"Armonk, New York",DEF 14A,2025-03-10,0001104659-25-022186,https://www.sec.gov/Archives/edgar/data/51143/000110465925022186/tm2430706-6_def14aseq1.htm,2024,https://www.sec.gov/Archives/edgar/data/51143/000110465925022186/tm2430706-6_def14aseq1.htm,
462,1571949,Intercontinental Exchange,ICE,"Atlanta, Georgia",DEF 14A,2024-04-01,0001193125-24-083553,https://www.sec.gov/Archives/edgar/data/1571949/000119312524083553/d646208ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1571949/000119312524083553/d646208ddef14a.htm,
463,1571949,Intercontinental Exchange,ICE,"Atlanta, Georgia",DEF 14A,2025-03-31,0000950170-25-047824,https://www.sec.gov/Archives/edgar/data/1571949/000095017025047824/ice-20250331.htm,2024,https://www.sec.gov/Archives/edgar/data/1571949/000095017025047824/ice-20250331.htm,
464,874716,Idexx Laboratories,IDXX,"Westbrook, Maine",DEF 14A,2024-03-27,0000874716-24-000075,https://www.sec.gov/Archives/edgar/data/874716/000087471624000075/idxx-20240327.htm,2023,https://www.sec.gov/Archives/edgar/data/874716/000087471624000075/idxx-20240327.htm,
465,874716,Idexx Laboratories,IDXX,"Westbrook, Maine",DEF 14A,2025-03-28,0000874716-25-000054,https://www.sec.gov/Archives/edgar/data/874716/000087471625000054/idxx-20250327.htm,2024,https://www.sec.gov/Archives/edgar/data/874716/000087471625000054/idxx-20250327.htm,
466,832101,IDEX Corporation,IEX,"Northbrook, Illinois",DEF 14A,2024-03-26,0001193125-24-077229,https://www.sec.gov/Archives/edgar/data/832101/000119312524077229/d784515ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/832101/000119312524077229/d784515ddef14a.htm,
467,832101,IDEX Corporation,IEX,"Northbrook, Illinois",DEF 14A,2025-03-26,0001193125-25-063089,https://www.sec.gov/Archives/edgar/data/832101/000119312525063089/d882438ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/832101/000119312525063089/d882438ddef14a.htm,
468,51253,International Flavors & Fragrances,IFF,"New York City, New York",DEF 14A,2024-03-21,0001140361-24-014498,https://www.sec.gov/Archives/edgar/data/51253/000114036124014498/ny20015032x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/51253/000114036124014498/ny20015032x1_def14a.htm,
469,51253,International Flavors & Fragrances,IFF,"New York City, New York",DEF 14A,2025-03-18,0001140361-25-009165,https://www.sec.gov/Archives/edgar/data/51253/000114036125009165/ny20039195x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/51253/000114036125009165/ny20039195x1_def14a.htm,
470,879169,Incyte,INCY,"Wilmington, Delaware",DEF 14A,2024-04-29,0001104659-24-053517,https://www.sec.gov/Archives/edgar/data/879169/000110465924053517/tm242778d4_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/879169/000110465924053517/tm242778d4_def14a.htm,
471,879169,Incyte,INCY,"Wilmington, Delaware",DEF 14A,2025-04-29,0001104659-25-041209,https://www.sec.gov/Archives/edgar/data/879169/000110465925041209/tm252419-1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/879169/000110465925041209/tm252419-1_def14a.htm,
472,50863,Intel,INTC,"Santa Clara, California",DEF 14A,2024-03-28,0000050863-24-000057,https://www.sec.gov/Archives/edgar/data/50863/000005086324000057/intc-20240327.htm,2023,https://www.sec.gov/Archives/edgar/data/50863/000005086324000057/intc-20240327.htm,
473,50863,Intel,INTC,"Santa Clara, California",DEF 14A,2025-03-27,0000050863-25-000054,https://www.sec.gov/Archives/edgar/data/50863/000005086325000054/intc-20250327.htm,2024,https://www.sec.gov/Archives/edgar/data/50863/000005086325000054/intc-20250327.htm,
474,896878,Intuit,INTU,"Mountain View, California",DEF 14A,2023-11-22,0001104659-23-120800,https://www.sec.gov/Archives/edgar/data/896878/000110465923120800/tm2328730d4_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/896878/000110465923120800/tm2328730d4_def14a.htm,
475,896878,Intuit,INTU,"Mountain View, California",DEF 14A,2024-11-27,0000896878-24-000061,https://www.sec.gov/Archives/edgar/data/896878/000089687824000061/intu-20241126.htm,2024,https://www.sec.gov/Archives/edgar/data/896878/000089687824000061/intu-20241126.htm,
476,1687229,Invitation Homes,INVH,"Dallas, Texas",DEF 14A,2024-04-03,0001193125-24-085370,https://www.sec.gov/Archives/edgar/data/1687229/000119312524085370/d543501ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1687229/000119312524085370/d543501ddef14a.htm,
477,1687229,Invitation Homes,INVH,"Dallas, Texas",DEF 14A,2025-04-03,0000950170-25-049911,https://www.sec.gov/Archives/edgar/data/1687229/000095017025049911/invh-20250402.htm,2024,https://www.sec.gov/Archives/edgar/data/1687229/000095017025049911/invh-20250402.htm,
478,51434,International Paper,IP,"Memphis, Tennessee",DEF 14A,2024-04-02,0001193125-24-084358,https://www.sec.gov/Archives/edgar/data/51434/000119312524084358/d644864ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/51434/000119312524084358/d644864ddef14a.htm,
479,51434,International Paper,IP,"Memphis, Tennessee",DEF 14A,2025-04-01,0001193125-25-069947,https://www.sec.gov/Archives/edgar/data/51434/000119312525069947/d856503ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/51434/000119312525069947/d856503ddef14a.htm,
480,1478242,IQVIA,IQV,"Durham, North Carolina",DEF 14A,2024-02-23,0001308179-24-000042,https://www.sec.gov/Archives/edgar/data/1478242/000130817924000042/liqv2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1478242/000130817924000042/liqv2024_def14a.htm,
481,1478242,IQVIA,IQV,"Durham, North Carolina",DEF 14A,2025-02-28,0001478242-25-000060,https://www.sec.gov/Archives/edgar/data/1478242/000147824225000060/iqv-20250228.htm,2024,https://www.sec.gov/Archives/edgar/data/1478242/000147824225000060/iqv-20250228.htm,
482,1699150,Ingersoll Rand,IR,"Davidson, North Carolina",DEF 14A,2024-04-26,0001140361-24-022494,https://www.sec.gov/Archives/edgar/data/1699150/000114036124022494/ny20018738x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1699150/000114036124022494/ny20018738x1_def14a.htm,
483,1699150,Ingersoll Rand,IR,"Davidson, North Carolina",DEF 14A,2025-04-25,0001140361-25-015748,https://www.sec.gov/Archives/edgar/data/1699150/000114036125015748/ny20042323x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1699150/000114036125015748/ny20042323x1_def14a.htm,
484,1020569,Iron Mountain,IRM,"Portsmouth, New Hampshire",DEF 14A,2024-04-19,0001020569-24-000115,https://www.sec.gov/Archives/edgar/data/1020569/000102056924000115/irm-20240419.htm,2023,https://www.sec.gov/Archives/edgar/data/1020569/000102056924000115/irm-20240419.htm,
485,1020569,Iron Mountain,IRM,"Portsmouth, New Hampshire",DEF 14A,2025-04-18,0001020569-25-000094,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000094/irm-20250417.htm,2024,https://www.sec.gov/Archives/edgar/data/1020569/000102056925000094/irm-20250417.htm,
486,1035267,Intuitive Surgical,ISRG,"Sunnyvale, California",DEF 14A,2024-03-08,0001035267-24-000116,https://www.sec.gov/Archives/edgar/data/1035267/000103526724000116/isrg-20240308.htm,2023,https://www.sec.gov/Archives/edgar/data/1035267/000103526724000116/isrg-20240308.htm,
487,1035267,Intuitive Surgical,ISRG,"Sunnyvale, California",DEF 14A,2025-03-14,0001035267-25-000098,https://www.sec.gov/Archives/edgar/data/1035267/000103526725000098/isrg-20250314.htm,2024,https://www.sec.gov/Archives/edgar/data/1035267/000103526725000098/isrg-20250314.htm,
488,749251,Gartner,IT,"Stamford, Connecticut",DEF 14A,2024-04-16,0000749251-24-000015,https://www.sec.gov/Archives/edgar/data/749251/000074925124000015/it-20240416.htm,2023,https://www.sec.gov/Archives/edgar/data/749251/000074925124000015/it-20240416.htm,
489,749251,Gartner,IT,"Stamford, Connecticut",DEF 14A,2025-04-15,0000749251-25-000018,https://www.sec.gov/Archives/edgar/data/749251/000074925125000018/it-20250415.htm,2024,https://www.sec.gov/Archives/edgar/data/749251/000074925125000018/it-20250415.htm,
490,49826,Illinois Tool Works,ITW,"Glenview, Illinois",DEF 14A,2024-03-22,0000049826-24-000012,https://www.sec.gov/Archives/edgar/data/49826/000004982624000012/itw-20240321.htm,2023,https://www.sec.gov/Archives/edgar/data/49826/000004982624000012/itw-20240321.htm,
491,49826,Illinois Tool Works,ITW,"Glenview, Illinois",DEF 14A,2025-03-21,0000950170-25-042901,https://www.sec.gov/Archives/edgar/data/49826/000095017025042901/itw-20250320.htm,2024,https://www.sec.gov/Archives/edgar/data/49826/000095017025042901/itw-20250320.htm,
492,914208,Invesco,IVZ,"Atlanta, Georgia",DEF 14A,2024-03-28,0001193125-24-080494,https://www.sec.gov/Archives/edgar/data/914208/000119312524080494/d798548ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/914208/000119312524080494/d798548ddef14a.htm,
493,914208,Invesco,IVZ,"Atlanta, Georgia",DEF 14A,2025-03-28,0001193125-25-066755,https://www.sec.gov/Archives/edgar/data/914208/000119312525066755/d896414ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/914208/000119312525066755/d896414ddef14a.htm,
494,52988,Jacobs Solutions,J,"Dallas, Texas",DEF 14A,2023-12-15,0001193125-23-295881,https://www.sec.gov/Archives/edgar/data/52988/000119312523295881/d611222ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/52988/000119312523295881/d611222ddef14a.htm,
495,52988,Jacobs Solutions,J,"Dallas, Texas",DEF 14A,2024-12-16,0001193125-24-279694,https://www.sec.gov/Archives/edgar/data/52988/000119312524279694/d824438ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/52988/000119312524279694/d824438ddef14a.htm,
496,728535,J.B. Hunt,JBHT,"Lowell, Arkansas",DEF 14A,2024-03-14,0001437749-24-007781,https://www.sec.gov/Archives/edgar/data/728535/000143774924007781/jbht20240306_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/728535/000143774924007781/jbht20240306_def14a.htm,
497,728535,J.B. Hunt,JBHT,"Lowell, Arkansas",DEF 14A,2025-03-14,0001437749-25-007646,https://www.sec.gov/Archives/edgar/data/728535/000143774925007646/jbht20250310_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/728535/000143774925007646/jbht20250310_def14a.htm,
498,898293,Jabil,JBL,"St. Petersburg, Florida",DEF 14A,2023-12-12,0001193125-23-293374,https://www.sec.gov/Archives/edgar/data/898293/000119312523293374/d926090ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/898293/000119312523293374/d926090ddef14a.htm,
499,898293,Jabil,JBL,"St. Petersburg, Florida",DEF 14A,2024-12-12,0001193125-24-277123,https://www.sec.gov/Archives/edgar/data/898293/000119312524277123/d67416ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/898293/000119312524277123/d67416ddef14a.htm,
500,833444,Johnson Controls,JCI,"Cork, Ireland",DEF 14A,2024-01-19,0001193125-24-011239,https://www.sec.gov/Archives/edgar/data/833444/000119312524011239/d554585ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/833444/000119312524011239/d554585ddef14a.htm,
501,833444,Johnson Controls,JCI,"Cork, Ireland",DEF 14A,2025-01-21,0001104659-25-004921,https://www.sec.gov/Archives/edgar/data/833444/000110465925004921/tm2427080-d3_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/833444/000110465925004921/tm2427080-d3_def14a.htm,
502,779152,Jack Henry & Associates,JKHY,"Monett, Missouri",DEF 14A,2023-10-05,0000779152-23-000087,https://www.sec.gov/Archives/edgar/data/779152/000077915223000087/jkhy-20231004.htm,2023,https://www.sec.gov/Archives/edgar/data/779152/000077915223000087/jkhy-20231004.htm,
503,779152,Jack Henry & Associates,JKHY,"Monett, Missouri",DEF 14A,2024-10-03,0000779152-24-000102,https://www.sec.gov/Archives/edgar/data/779152/000077915224000102/jkhy-20241003.htm,2024,https://www.sec.gov/Archives/edgar/data/779152/000077915224000102/jkhy-20241003.htm,
504,200406,Johnson & Johnson,JNJ,"New Brunswick, New Jersey",DEF 14A,2024-03-13,0000200406-24-000024,https://www.sec.gov/Archives/edgar/data/200406/000020040624000024/jnj-20240311.htm,2023,https://www.sec.gov/Archives/edgar/data/200406/000020040624000024/jnj-20240311.htm,
505,200406,Johnson & Johnson,JNJ,"New Brunswick, New Jersey",DEF 14A,2025-03-12,0000200406-25-000099,https://www.sec.gov/Archives/edgar/data/200406/000020040625000099/jnj-20250311.htm,2024,https://www.sec.gov/Archives/edgar/data/200406/000020040625000099/jnj-20250311.htm,
506,19617,JPMorgan Chase,JPM,"New York City, New York",DEF 14A,2025-04-07,0000019617-25-000321,https://www.sec.gov/Archives/edgar/data/19617/000001961725000321/jpm-20250405.htm,2024,https://www.sec.gov/Archives/edgar/data/19617/000001961725000321/jpm-20250405.htm,
507,1418135,Keurig Dr Pepper,KDP,"Burlington, Massachusetts",DEF 14A,2024-04-26,0001193125-24-118204,https://www.sec.gov/Archives/edgar/data/1418135/000119312524118204/d469486ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1418135/000119312524118204/d469486ddef14a.htm,
508,1418135,Keurig Dr Pepper,KDP,"Burlington, Massachusetts",DEF 14A,2025-04-25,0001193125-25-096767,https://www.sec.gov/Archives/edgar/data/1418135/000119312525096767/d865535ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1418135/000119312525096767/d865535ddef14a.htm,
509,91576,KeyCorp,KEY,"Cleveland, Ohio",DEF 14A,2024-03-22,0001193125-24-074588,https://www.sec.gov/Archives/edgar/data/91576/000119312524074588/d285260ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/91576/000119312524074588/d285260ddef14a.htm,
510,91576,KeyCorp,KEY,"Cleveland, Ohio",DEF 14A,2025-03-28,0001193125-25-066284,https://www.sec.gov/Archives/edgar/data/91576/000119312525066284/d883871ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/91576/000119312525066284/d883871ddef14a.htm,
511,1601046,Keysight Technologies,KEYS,"Santa Rosa, California",DEF 14A,2024-01-29,0001140361-24-004271,https://www.sec.gov/Archives/edgar/data/1601046/000114036124004271/ny20012908x3_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1601046/000114036124004271/ny20012908x3_def14a.htm,
512,1601046,Keysight Technologies,KEYS,"Santa Rosa, California",DEF 14A,2025-01-27,0001140361-25-002064,https://www.sec.gov/Archives/edgar/data/1601046/000114036125002064/ny20039951x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1601046/000114036125002064/ny20039951x1_def14a.htm,
513,1637459,Kraft Heinz,KHC,"Chicago, Illinois;Pittsburgh, Pennsylvania",DEF 14A,2024-03-22,0001308179-24-000234,https://www.sec.gov/Archives/edgar/data/1637459/000130817924000234/lkhc2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1637459/000130817924000234/lkhc2024_def14a.htm,
514,1637459,Kraft Heinz,KHC,"Chicago, Illinois;Pittsburgh, Pennsylvania",DEF 14A,2025-03-28,0001308179-25-000266,https://www.sec.gov/Archives/edgar/data/1637459/000130817925000266/khc4368711-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1637459/000130817925000266/khc4368711-def14a.htm,
515,879101,Kimco Realty,KIM,"Jericho, New York",DEF 14A,2024-03-25,0001206774-24-000289,https://www.sec.gov/Archives/edgar/data/879101/000120677424000289/kim4270851-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/879101/000120677424000289/kim4270851-def14a.htm,
516,879101,Kimco Realty,KIM,"Jericho, New York",DEF 14A,2025-03-19,0001206774-25-000137,https://www.sec.gov/Archives/edgar/data/879101/000120677425000137/kim4412101-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/879101/000120677425000137/kim4412101-def14a.htm,
517,319201,KLA Corporation,KLAC,"Milpitas, California",DEF 14A,2023-09-21,0001193125-23-239572,https://www.sec.gov/Archives/edgar/data/319201/000119312523239572/d538596ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/319201/000119312523239572/d538596ddef14a.htm,
518,319201,KLA Corporation,KLAC,"Milpitas, California",DEF 14A,2024-09-24,0001193125-24-224794,https://www.sec.gov/Archives/edgar/data/319201/000119312524224794/d849367ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/319201/000119312524224794/d849367ddef14a.htm,
519,55785,Kimberly-Clark,KMB,"Irving, Texas",DEF 14A,2024-03-11,0000055785-24-000037,https://www.sec.gov/Archives/edgar/data/55785/000005578524000037/kmb-20240311.htm,2023,https://www.sec.gov/Archives/edgar/data/55785/000005578524000037/kmb-20240311.htm,
520,55785,Kimberly-Clark,KMB,"Irving, Texas",DEF 14A,2025-03-10,0000055785-25-000024,https://www.sec.gov/Archives/edgar/data/55785/000005578525000024/kmb-20250310.htm,2024,https://www.sec.gov/Archives/edgar/data/55785/000005578525000024/kmb-20250310.htm,
521,1506307,Kinder Morgan,KMI,"Houston, Texas",DEF 14A,2024-03-29,0001506307-24-000022,https://www.sec.gov/Archives/edgar/data/1506307/000150630724000022/kmi-20240326.htm,2023,https://www.sec.gov/Archives/edgar/data/1506307/000150630724000022/kmi-20240326.htm,
522,1506307,Kinder Morgan,KMI,"Houston, Texas",DEF 14A,2025-04-04,0001506307-25-000017,https://www.sec.gov/Archives/edgar/data/1506307/000150630725000017/kmi-20250401.htm,2024,https://www.sec.gov/Archives/edgar/data/1506307/000150630725000017/kmi-20250401.htm,
523,21344,Coca-Cola Company (The),KO,"Atlanta, Georgia",DEF 14A,2024-03-18,0001558370-24-003468,https://www.sec.gov/Archives/edgar/data/21344/000155837024003468/ko-20240501xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/21344/000155837024003468/ko-20240501xdef14a.htm,
524,21344,Coca-Cola Company (The),KO,"Atlanta, Georgia",DEF 14A,2025-03-17,0001558370-25-003056,https://www.sec.gov/Archives/edgar/data/21344/000155837025003056/ko-20250430xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/21344/000155837025003056/ko-20250430xdef14a.htm,
525,56873,Kroger,KR,"Cincinnati, Ohio",DEF 14A,2024-05-15,0001104659-24-061665,https://www.sec.gov/Archives/edgar/data/56873/000110465924061665/tm2414296d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/56873/000110465924061665/tm2414296d2_def14a.htm,
526,56873,Kroger,KR,"Cincinnati, Ohio",DEF 14A,2025-05-15,0001104659-25-049009,https://www.sec.gov/Archives/edgar/data/56873/000110465925049009/tm252618d1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/56873/000110465925049009/tm252618d1_def14a.htm,
527,1944048,Kenvue,KVUE,"Skillman, New Jersey",DEF 14A,2024-04-10,0001944048-24-000091,https://www.sec.gov/Archives/edgar/data/1944048/000194404824000091/kvue-20240410.htm,2023,https://www.sec.gov/Archives/edgar/data/1944048/000194404824000091/kvue-20240410.htm,
528,1944048,Kenvue,KVUE,"Skillman, New Jersey",DEF 14A,2025-04-09,0001944048-25-000114,https://www.sec.gov/Archives/edgar/data/1944048/000194404825000114/kvue-20250409.htm,2024,https://www.sec.gov/Archives/edgar/data/1944048/000194404825000114/kvue-20250409.htm,
529,60086,Loews Corporation,L,"New York City, New York",DEF 14A,2024-04-03,0001140361-24-017458,https://www.sec.gov/Archives/edgar/data/60086/000114036124017458/ny20018674x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/60086/000114036124017458/ny20018674x1_def14a.htm,
530,60086,Loews Corporation,L,"New York City, New York",DEF 14A,2025-04-02,0001140361-25-011755,https://www.sec.gov/Archives/edgar/data/60086/000114036125011755/ny20041383x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/60086/000114036125011755/ny20041383x1_def14a.htm,
531,1336920,Leidos,LDOS,"Reston, Virginia",DEF 14A,2024-03-12,0001336920-24-000021,https://www.sec.gov/Archives/edgar/data/1336920/000133692024000021/ldos-20240312.htm,2023,https://www.sec.gov/Archives/edgar/data/1336920/000133692024000021/ldos-20240312.htm,
532,1336920,Leidos,LDOS,"Reston, Virginia",DEF 14A,2025-03-17,0001628280-25-013182,https://www.sec.gov/Archives/edgar/data/1336920/000162828025013182/ldos-20250317.htm,2024,https://www.sec.gov/Archives/edgar/data/1336920/000162828025013182/ldos-20250317.htm,
533,920760,Lennar,LEN,"Miami, Florida",DEF 14A,2024-02-29,0001193125-24-051712,https://www.sec.gov/Archives/edgar/data/920760/000119312524051712/d511799ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/920760/000119312524051712/d511799ddef14a.htm,
534,920760,Lennar,LEN,"Miami, Florida",DEF 14A,2025-02-28,0001193125-25-040938,https://www.sec.gov/Archives/edgar/data/920760/000119312525040938/d900040ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/920760/000119312525040938/d900040ddef14a.htm,
535,920148,Labcorp,LH,"Burlington, North Carolina",DEF 14A,2024-04-04,0001193125-24-087342,https://www.sec.gov/Archives/edgar/data/920148/000119312524087342/d545034ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/920148/000119312524087342/d545034ddef14a.htm,
536,920148,Labcorp,LH,"Burlington, North Carolina",DEF 14A,2025-04-04,0001193125-25-072853,https://www.sec.gov/Archives/edgar/data/920148/000119312525072853/d859173ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/920148/000119312525072853/d859173ddef14a.htm,
537,202058,L3Harris,LHX,"Melbourne, Florida",DEF 14A,2024-03-08,0001104659-24-032435,https://www.sec.gov/Archives/edgar/data/202058/000110465924032435/tm2330987d5_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/202058/000110465924032435/tm2330987d5_def14a.htm,
538,202058,L3Harris,LHX,"Melbourne, Florida",DEF 14A,2025-03-07,0001558370-25-002451,https://www.sec.gov/Archives/edgar/data/202058/000155837025002451/tmb-20250418xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/202058/000155837025002451/tmb-20250418xdef14a.htm,
539,1069202,Lennox International,LII,"Richardson, Texas",DEF 14A,2024-04-03,0001193125-24-085732,https://www.sec.gov/Archives/edgar/data/1069202/000119312524085732/d855929ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1069202/000119312524085732/d855929ddef14a.htm,
540,1069202,Lennox International,LII,"Richardson, Texas",DEF 14A,2025-04-09,0001069202-25-000010,https://www.sec.gov/Archives/edgar/data/1069202/000106920225000010/lii-20250408.htm,2024,https://www.sec.gov/Archives/edgar/data/1069202/000106920225000010/lii-20250408.htm,
541,1707925,Linde plc,LIN,"Guildford, United Kingdom",DEF 14A,2024-04-29,0001193125-24-121902,https://www.sec.gov/Archives/edgar/data/1707925/000119312524121902/d647301ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1707925/000119312524121902/d647301ddef14a.htm,
542,1707925,Linde plc,LIN,"Guildford, United Kingdom",DEF 14A,2025-04-30,0000950170-25-060925,https://www.sec.gov/Archives/edgar/data/1707925/000095017025060925/lin-20250430.htm,2024,https://www.sec.gov/Archives/edgar/data/1707925/000095017025060925/lin-20250430.htm,
543,59478,Lilly (Eli),LLY,"Indianapolis, Indiana",DEF 14A,2024-03-22,0000059478-24-000099,https://www.sec.gov/Archives/edgar/data/59478/000005947824000099/lly-20240322.htm,2023,https://www.sec.gov/Archives/edgar/data/59478/000005947824000099/lly-20240322.htm,
544,59478,Lilly (Eli),LLY,"Indianapolis, Indiana",DEF 14A,2025-03-21,0000059478-25-000107,https://www.sec.gov/Archives/edgar/data/59478/000005947825000107/lly-20250321.htm,2024,https://www.sec.gov/Archives/edgar/data/59478/000005947825000107/lly-20250321.htm,
545,936468,Lockheed Martin,LMT,"Bethesda, Maryland",DEF 14A,2024-03-15,0000936468-24-000032,https://www.sec.gov/Archives/edgar/data/936468/000093646824000032/lmt-20240315.htm,2023,https://www.sec.gov/Archives/edgar/data/936468/000093646824000032/lmt-20240315.htm,
546,936468,Lockheed Martin,LMT,"Bethesda, Maryland",DEF 14A,2025-03-27,0000936468-25-000015,https://www.sec.gov/Archives/edgar/data/936468/000093646825000015/lmt-20250327.htm,2024,https://www.sec.gov/Archives/edgar/data/936468/000093646825000015/lmt-20250327.htm,
547,352541,Alliant Energy,LNT,"Madison, Wisconsin",DEF 14A,2024-04-02,0000352541-24-000038,https://www.sec.gov/Archives/edgar/data/352541/000035254124000038/lnt-20240401.htm,2023,https://www.sec.gov/Archives/edgar/data/352541/000035254124000038/lnt-20240401.htm,
548,352541,Alliant Energy,LNT,"Madison, Wisconsin",DEF 14A,2025-04-01,0000352541-25-000036,https://www.sec.gov/Archives/edgar/data/352541/000035254125000036/lnt-20250331.htm,2024,https://www.sec.gov/Archives/edgar/data/352541/000035254125000036/lnt-20250331.htm,
549,60667,Lowe's,LOW,"Mooresville, North Carolina",DEF 14A,2024-04-18,0001193125-24-100050,https://www.sec.gov/Archives/edgar/data/60667/000119312524100050/d467523ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/60667/000119312524100050/d467523ddef14a.htm,
550,60667,Lowe's,LOW,"Mooresville, North Carolina",DEF 14A,2025-04-17,0001193125-25-083589,https://www.sec.gov/Archives/edgar/data/60667/000119312525083589/d873071ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/60667/000119312525083589/d873071ddef14a.htm,
551,707549,Lam Research,LRCX,"Fremont, California",DEF 14A,2023-09-27,0001140361-23-045527,https://www.sec.gov/Archives/edgar/data/707549/000114036123045527/ny20009821x500_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/707549/000114036123045527/ny20009821x500_def14a.htm,
