slot,cik,company_name,ticker,industry,form_type,filing_date,accession_number,edgar_url,fiscal_year,source_url,raw_html_path
552,707549,Lam Research,LRCX,"Fremont, California",DEF 14A,2024-09-25,0001140361-24-041891,https://www.sec.gov/Archives/edgar/data/707549/000114036124041891/ny20031746x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/707549/000114036124041891/ny20031746x1_def14a.htm,
553,1397187,Lululemon Athletica,LULU,"Vancouver, Canada",DEF 14A,2024-04-25,0001397187-24-000013,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000013/lulu-20240424.htm,2023,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000013/lulu-20240424.htm,
554,1397187,Lululemon Athletica,LULU,"Vancouver, Canada",DEF 14A,2025-04-29,0001397187-25-000017,https://www.sec.gov/Archives/edgar/data/1397187/000139718725000017/lulu-20250429.htm,2024,https://www.sec.gov/Archives/edgar/data/1397187/000139718725000017/lulu-20250429.htm,
555,92380,Southwest Airlines,LUV,"Dallas, Texas",DEF 14A,2024-04-05,0001193125-24-087857,https://www.sec.gov/Archives/edgar/data/92380/000119312524087857/d503384ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/92380/000119312524087857/d503384ddef14a.htm,
556,92380,Southwest Airlines,LUV,"Dallas, Texas",DEF 14A,2025-04-04,0001193125-25-072750,https://www.sec.gov/Archives/edgar/data/92380/000119312525072750/d876066ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/92380/000119312525072750/d876066ddef14a.htm,
557,1300514,Las Vegas Sands,LVS,"Las Vegas, Nevada",DEF 14A,2024-03-28,0001193125-24-080593,https://www.sec.gov/Archives/edgar/data/1300514/000119312524080593/d736481ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1300514/000119312524080593/d736481ddef14a.htm,
558,1300514,Las Vegas Sands,LVS,"Las Vegas, Nevada",DEF 14A,2025-04-03,0001300514-25-000082,https://www.sec.gov/Archives/edgar/data/1300514/000130051425000082/lvs-20250402.htm,2024,https://www.sec.gov/Archives/edgar/data/1300514/000130051425000082/lvs-20250402.htm,
559,1679273,Lamb Weston,LW,"Eagle, Idaho",DEF 14A,2024-08-09,0001679273-24-000048,https://www.sec.gov/Archives/edgar/data/1679273/000167927324000048/lw-20240808.htm,2023,https://www.sec.gov/Archives/edgar/data/1679273/000167927324000048/lw-20240808.htm,
560,1489393,LyondellBasell,LYB,"Rotterdam, Netherlands",DEF 14A,2024-04-08,0001308179-24-000473,https://www.sec.gov/Archives/edgar/data/1489393/000130817924000473/llyb2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1489393/000130817924000473/llyb2024_def14a.htm,
561,1489393,LyondellBasell,LYB,"Rotterdam, Netherlands",DEF 14A,2025-04-11,0001308179-25-000443,https://www.sec.gov/Archives/edgar/data/1489393/000130817925000443/lyb4379241-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1489393/000130817925000443/lyb4379241-def14a.htm,
562,1335258,Live Nation Entertainment,LYV,"Beverly Hills, California",DEF 14A,2024-04-29,0001335258-24-000060,https://www.sec.gov/Archives/edgar/data/1335258/000133525824000060/lyv-20240425.htm,2023,https://www.sec.gov/Archives/edgar/data/1335258/000133525824000060/lyv-20240425.htm,
563,1335258,Live Nation Entertainment,LYV,"Beverly Hills, California",DEF 14A,2025-04-25,0001193125-25-094918,https://www.sec.gov/Archives/edgar/data/1335258/000119312525094918/d879665ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1335258/000119312525094918/d879665ddef14a.htm,
564,1141391,Mastercard,MA,"Harrison, New York",DEF 14A,2024-04-26,0001141391-24-000078,https://www.sec.gov/Archives/edgar/data/1141391/000114139124000078/ma-20240426.htm,2023,https://www.sec.gov/Archives/edgar/data/1141391/000114139124000078/ma-20240426.htm,
565,1141391,Mastercard,MA,"Harrison, New York",DEF 14A,2025-04-28,0001141391-25-000078,https://www.sec.gov/Archives/edgar/data/1141391/000114139125000078/ma-20250428.htm,2024,https://www.sec.gov/Archives/edgar/data/1141391/000114139125000078/ma-20250428.htm,
566,912595,Mid-America Apartment Communities,MAA,"Memphis, Tennessee",DEF 14A,2024-04-08,0001140361-24-018668,https://www.sec.gov/Archives/edgar/data/912595/000114036124018668/ny20021713x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/912595/000114036124018668/ny20021713x1_def14a.htm,
567,912595,Mid-America Apartment Communities,MAA,"Memphis, Tennessee",DEF 14A,2025-04-01,0001140361-25-011461,https://www.sec.gov/Archives/edgar/data/912595/000114036125011461/ny20042249x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/912595/000114036125011461/ny20042249x1_def14a.htm,
568,1048286,Marriott International,MAR,"Bethesda, Maryland",DEF 14A,2024-03-27,0001140361-24-015465,https://www.sec.gov/Archives/edgar/data/1048286/000114036124015465/ny20015439x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1048286/000114036124015465/ny20015439x1_def14a.htm,
569,1048286,Marriott International,MAR,"Bethesda, Maryland",DEF 14A,2025-03-27,0001140361-25-010600,https://www.sec.gov/Archives/edgar/data/1048286/000114036125010600/ny20039208x771_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1048286/000114036125010600/ny20039208x771_def14a.htm,
570,62996,Masco,MAS,"Livonia, Michigan",DEF 14A,2024-04-01,0001193125-24-083355,https://www.sec.gov/Archives/edgar/data/62996/000119312524083355/d485118ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/62996/000119312524083355/d485118ddef14a.htm,
571,62996,Masco,MAS,"Livonia, Michigan",DEF 14A,2025-04-07,0001193125-25-074658,https://www.sec.gov/Archives/edgar/data/62996/000119312525074658/d860835ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/62996/000119312525074658/d860835ddef14a.htm,
572,63908,McDonald's,MCD,"Chicago, Illinois",DEF 14A,2024-04-08,0001558370-24-004818,https://www.sec.gov/Archives/edgar/data/63908/000155837024004818/mcd-20240522xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/63908/000155837024004818/mcd-20240522xdef14a.htm,
573,63908,McDonald's,MCD,"Chicago, Illinois",DEF 14A,2025-04-07,0001558370-25-004544,https://www.sec.gov/Archives/edgar/data/63908/000155837025004544/mcd-20250520xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/63908/000155837025004544/mcd-20250520xdef14a.htm,
574,827054,Microchip Technology,MCHP,"Chandler, Arizona",DEF 14A,2024-07-08,0000827054-24-000128,https://www.sec.gov/Archives/edgar/data/827054/000082705424000128/mchp-20240708.htm,2023,https://www.sec.gov/Archives/edgar/data/827054/000082705424000128/mchp-20240708.htm,
575,927653,McKesson Corporation,MCK,"Irving, Texas",DEF 14A,2024-06-21,0000927653-24-000065,https://www.sec.gov/Archives/edgar/data/927653/000092765324000065/mck-20240621.htm,2023,https://www.sec.gov/Archives/edgar/data/927653/000092765324000065/mck-20240621.htm,
576,927653,McKesson Corporation,MCK,"Irving, Texas",DEF 14A,2025-06-20,0000927653-25-000061,https://www.sec.gov/Archives/edgar/data/927653/000092765325000061/mck-20250620.htm,2024,https://www.sec.gov/Archives/edgar/data/927653/000092765325000061/mck-20250620.htm,
577,1059556,Moody's Corporation,MCO,"New York City, New York",DEF 14A,2024-03-06,0001193125-24-060138,https://www.sec.gov/Archives/edgar/data/1059556/000119312524060138/d636277ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1059556/000119312524060138/d636277ddef14a.htm,
578,1059556,Moody's Corporation,MCO,"New York City, New York",DEF 14A,2025-03-05,0001059556-25-000072,https://www.sec.gov/Archives/edgar/data/1059556/000105955625000072/mco-20250304.htm,2024,https://www.sec.gov/Archives/edgar/data/1059556/000105955625000072/mco-20250304.htm,
579,1103982,Mondelez International,MDLZ,"Chicago, Illinois",DEF 14A,2024-04-05,0001308179-24-000465,https://www.sec.gov/Archives/edgar/data/1103982/000130817924000465/lmdlz2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1103982/000130817924000465/lmdlz2024_def14a.htm,
580,1103982,Mondelez International,MDLZ,"Chicago, Illinois",DEF 14A,2025-04-04,0001103982-25-000113,https://www.sec.gov/Archives/edgar/data/1103982/000110398225000113/mdlz-20250404.htm,2024,https://www.sec.gov/Archives/edgar/data/1103982/000110398225000113/mdlz-20250404.htm,
581,1613103,Medtronic,MDT,"Galway, Ireland",DEF 14A,2024-08-09,0001613103-24-000124,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000124/mdt-20240809.htm,2023,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000124/mdt-20240809.htm,
582,1099219,MetLife,MET,"New York City, New York",DEF 14A,2024-04-26,0001099219-24-000133,https://www.sec.gov/Archives/edgar/data/1099219/000109921924000133/met-20240426.htm,2023,https://www.sec.gov/Archives/edgar/data/1099219/000109921924000133/met-20240426.htm,
583,1099219,MetLife,MET,"New York City, New York",DEF 14A,2025-04-29,0001099219-25-000126,https://www.sec.gov/Archives/edgar/data/1099219/000109921925000126/met-20250429.htm,2024,https://www.sec.gov/Archives/edgar/data/1099219/000109921925000126/met-20250429.htm,
584,1326801,Meta Platforms,META,"Menlo Park, California",DEF 14A,2024-04-19,0001326801-24-000034,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000034/meta-20240418.htm,2023,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000034/meta-20240418.htm,
585,1326801,Meta Platforms,META,"Menlo Park, California",DEF 14A,2025-04-17,0001326801-25-000040,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000040/meta-20250417.htm,2024,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000040/meta-20250417.htm,
586,789570,MGM Resorts,MGM,"Paradise, Nevada",DEF 14A,2024-03-22,0001193125-24-074463,https://www.sec.gov/Archives/edgar/data/789570/000119312524074463/d743019ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/789570/000119312524074463/d743019ddef14a.htm,
587,789570,MGM Resorts,MGM,"Paradise, Nevada",DEF 14A,2025-03-28,0001193125-25-066345,https://www.sec.gov/Archives/edgar/data/789570/000119312525066345/d858403ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/789570/000119312525066345/d858403ddef14a.htm,
588,63754,McCormick & Company,MKC,"Hunt Valley, Maryland",DEF 14A,2024-02-15,0001308179-24-000026,https://www.sec.gov/Archives/edgar/data/63754/000130817924000026/lmkc016_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/63754/000130817924000026/lmkc016_def14a.htm,
589,63754,McCormick & Company,MKC,"Hunt Valley, Maryland",DEF 14A,2025-02-13,0000063754-25-000016,https://www.sec.gov/Archives/edgar/data/63754/000006375425000016/mkc-20250212.htm,2024,https://www.sec.gov/Archives/edgar/data/63754/000006375425000016/mkc-20250212.htm,
590,916076,Martin Marietta Materials,MLM,"Raleigh, North Carolina",DEF 14A,2024-04-15,0001193125-24-096366,https://www.sec.gov/Archives/edgar/data/916076/000119312524096366/d220348ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/916076/000119312524096366/d220348ddef14a.htm,
591,916076,Martin Marietta Materials,MLM,"Raleigh, North Carolina",DEF 14A,2025-04-15,0001193125-25-080903,https://www.sec.gov/Archives/edgar/data/916076/000119312525080903/d891671ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/916076/000119312525080903/d891671ddef14a.htm,
592,66740,3M,MMM,"Saint Paul, Minnesota",DEF 14A,2024-03-27,0000066740-24-000037,https://www.sec.gov/Archives/edgar/data/66740/000006674024000037/mmm-20240326.htm,2023,https://www.sec.gov/Archives/edgar/data/66740/000006674024000037/mmm-20240326.htm,
593,66740,3M,MMM,"Saint Paul, Minnesota",DEF 14A,2025-03-26,0000066740-25-000029,https://www.sec.gov/Archives/edgar/data/66740/000006674025000029/mmm-20250325.htm,2024,https://www.sec.gov/Archives/edgar/data/66740/000006674025000029/mmm-20250325.htm,
594,865752,Monster Beverage,MNST,"Corona, California",DEF 14A,2024-04-26,0001104659-24-053090,https://www.sec.gov/Archives/edgar/data/865752/000110465924053090/tm242702d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/865752/000110465924053090/tm242702d2_def14a.htm,
595,865752,Monster Beverage,MNST,"Corona, California",DEF 14A,2025-04-25,0001104659-25-039455,https://www.sec.gov/Archives/edgar/data/865752/000110465925039455/tm252366d3_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/865752/000110465925039455/tm252366d3_def14a.htm,
596,764180,Altria,MO,"Richmond, Virginia",DEF 14A,2024-04-04,0001558370-24-004695,https://www.sec.gov/Archives/edgar/data/764180/000155837024004695/tmb-20240516xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/764180/000155837024004695/tmb-20240516xdef14a.htm,
597,764180,Altria,MO,"Richmond, Virginia",DEF 14A,2025-04-03,0001558370-25-004359,https://www.sec.gov/Archives/edgar/data/764180/000155837025004359/tmb-20250515xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/764180/000155837025004359/tmb-20250515xdef14a.htm,
598,1179929,Molina Healthcare,MOH,"Long Beach, California",DEF 14A,2024-03-21,0001179929-24-000063,https://www.sec.gov/Archives/edgar/data/1179929/000117992924000063/moh-20240321.htm,2023,https://www.sec.gov/Archives/edgar/data/1179929/000117992924000063/moh-20240321.htm,
599,1179929,Molina Healthcare,MOH,"Long Beach, California",DEF 14A,2025-03-17,0001179929-25-000043,https://www.sec.gov/Archives/edgar/data/1179929/000117992925000043/moh-20250317.htm,2024,https://www.sec.gov/Archives/edgar/data/1179929/000117992925000043/moh-20250317.htm,
600,1285785,Mosaic Company (The),MOS,"Tampa, Florida",DEF 14A,2024-04-24,0002001901-24-000039,https://www.sec.gov/Archives/edgar/data/1285785/000200190124000039/mos-20240421.htm,2023,https://www.sec.gov/Archives/edgar/data/1285785/000200190124000039/mos-20240421.htm,
601,1285785,Mosaic Company (The),MOS,"Tampa, Florida",DEF 14A,2025-04-16,0001285785-25-000025,https://www.sec.gov/Archives/edgar/data/1285785/000128578525000025/mos-20250415.htm,2024,https://www.sec.gov/Archives/edgar/data/1285785/000128578525000025/mos-20250415.htm,
602,1510295,Marathon Petroleum,MPC,"Findlay, Ohio",DEF 14A,2024-03-14,0001510295-24-000033,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/mpc-20240313.htm,2023,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/mpc-20240313.htm,
603,1510295,Marathon Petroleum,MPC,"Findlay, Ohio",DEF 14A,2025-03-17,0001510295-25-000023,https://www.sec.gov/Archives/edgar/data/1510295/000151029525000023/mpc-20250317.htm,2024,https://www.sec.gov/Archives/edgar/data/1510295/000151029525000023/mpc-20250317.htm,
604,1280452,Monolithic Power Systems,MPWR,"Kirkland, Washington",DEF 14A,2024-04-29,0001437749-24-013657,https://www.sec.gov/Archives/edgar/data/1280452/000143774924013657/mpwr20240419_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1280452/000143774924013657/mpwr20240419_def14a.htm,
605,1280452,Monolithic Power Systems,MPWR,"Kirkland, Washington",DEF 14A,2025-04-30,0001437749-25-013745,https://www.sec.gov/Archives/edgar/data/1280452/000143774925013745/mpwr20250418_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1280452/000143774925013745/mpwr20250418_def14a.htm,
606,310158,Merck & Co.,MRK,"Kenilworth, New Jersey",DEF 14A,2024-04-11,0001193125-24-093204,https://www.sec.gov/Archives/edgar/data/310158/000119312524093204/d500367ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/310158/000119312524093204/d500367ddef14a.htm,
607,310158,Merck & Co.,MRK,"Kenilworth, New Jersey",DEF 14A,2025-04-09,0001193125-25-076859,https://www.sec.gov/Archives/edgar/data/310158/000119312525076859/d151723ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/310158/000119312525076859/d151723ddef14a.htm,
608,1682852,Moderna,MRNA,"Cambridge, Massachusetts",DEF 14A,2024-03-21,0001308179-24-000208,https://www.sec.gov/Archives/edgar/data/1682852/000130817924000208/lmrna2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1682852/000130817924000208/lmrna2024_def14a.htm,
609,1682852,Moderna,MRNA,"Cambridge, Massachusetts",DEF 14A,2025-03-11,0001308179-25-000082,https://www.sec.gov/Archives/edgar/data/1682852/000130817925000082/mrna-20250310.htm,2024,https://www.sec.gov/Archives/edgar/data/1682852/000130817925000082/mrna-20250310.htm,
610,62709,Marsh McLennan,MRSH,"New York City, New York",DEF 14A,2024-03-29,0001193125-24-081524,https://www.sec.gov/Archives/edgar/data/62709/000119312524081524/d365210ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/62709/000119312524081524/d365210ddef14a.htm,
611,62709,Marsh McLennan,MRSH,"New York City, New York",DEF 14A,2025-03-28,0001193125-25-066228,https://www.sec.gov/Archives/edgar/data/62709/000119312525066228/d878421ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/62709/000119312525066228/d878421ddef14a.htm,
612,895421,Morgan Stanley,MS,"New York City, New York",DEF 14A,2025-04-04,0001140361-25-012302,https://www.sec.gov/Archives/edgar/data/895421/000114036125012302/ny20039620x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/895421/000114036125012302/ny20039620x1_def14a.htm,
613,1408198,MSCI Inc.,MSCI,"New York City, New York",DEF 14A,2024-03-13,0001408198-24-000061,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000061/msci-20240313.htm,2023,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000061/msci-20240313.htm,
614,1408198,MSCI Inc.,MSCI,"New York City, New York",DEF 14A,2025-03-12,0001408198-25-000098,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000098/msci-20250312.htm,2024,https://www.sec.gov/Archives/edgar/data/1408198/000140819825000098/msci-20250312.htm,
615,789019,Microsoft,MSFT,"Redmond, Washington",DEF 14A,2023-10-19,0001193125-23-259247,https://www.sec.gov/Archives/edgar/data/789019/000119312523259247/d356108ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/789019/000119312523259247/d356108ddef14a.htm,
616,789019,Microsoft,MSFT,"Redmond, Washington",DEF 14A,2024-10-24,0001193125-24-242883,https://www.sec.gov/Archives/edgar/data/789019/000119312524242883/d858775ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/789019/000119312524242883/d858775ddef14a.htm,
617,68505,Motorola Solutions,MSI,"Chicago, Illinois",DEF 14A,2024-03-28,0001193125-24-079648,https://www.sec.gov/Archives/edgar/data/68505/000119312524079648/d517482ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/68505/000119312524079648/d517482ddef14a.htm,
618,68505,Motorola Solutions,MSI,"Chicago, Illinois",DEF 14A,2025-03-27,0001193125-25-064714,https://www.sec.gov/Archives/edgar/data/68505/000119312525064714/d703432ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/68505/000119312525064714/d703432ddef14a.htm,
619,36270,M&T Bank,MTB,"Buffalo, New York",DEF 14A,2024-03-05,0001193125-24-058283,https://www.sec.gov/Archives/edgar/data/36270/000119312524058283/d743133ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/36270/000119312524058283/d743133ddef14a.htm,
620,36270,M&T Bank,MTB,"Buffalo, New York",DEF 14A,2025-03-04,0001193125-25-044781,https://www.sec.gov/Archives/edgar/data/36270/000119312525044781/d842171ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/36270/000119312525044781/d842171ddef14a.htm,
